,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,wheel_up
0,-0.0980682373046875,-0.601959228515625,-0.5163726806640625,0
1,0.0241546630859375,-0.6580810546875,-0.7120819091796875,0
2,0.00738525390625,-0.68927001953125,-0.735382080078125,0
3,0.069549560546875,-0.671966552734375,-0.739898681640625,0
4,0.0277099609375,-0.669952392578125,-0.7089385986328125,0
5,0.0087738037109375,-0.617034912109375,-0.7941131591796875,0
6,0.059844970703125,-0.6686859130859375,-0.7630157470703125,0
7,-0.0242462158203125,-0.6875762939453125,-0.6971282958984375,0
8,-0.030364990234375,-0.69818115234375,-0.7762451171875,0
9,0.0029296875,-0.6324310302734375,-0.7365875244140625,0
10,-0.1114044189453125,-0.735626220703125,-0.842315673828125,0
11,-0.24615478515625,-0.6120147705078125,-0.718780517578125,0
12,-0.1096343994140625,-0.60491943359375,-0.8737640380859375,0
13,-0.373016357421875,-0.6050872802734375,-0.9578094482421876,0
14,-0.215057373046875,-0.52423095703125,-0.727447509765625,0
15,-0.041168212890625,-0.5959014892578125,-0.9216156005859376,0
16,0.0945587158203125,-0.6370391845703125,-0.888763427734375,0
17,-0.0886688232421875,-0.54925537109375,-0.94189453125,0
18,0.2761688232421875,-0.4365692138671875,-0.9486846923828124,0
19,-0.1252593994140625,-0.497772216796875,-0.782470703125,0
20,-0.076507568359375,-0.56512451171875,-0.8786773681640625,0
21,0.1118011474609375,-0.45806884765625,-1.025665283203125,0
22,-0.1688232421875,-0.5107879638671875,-0.8040313720703125,0
23,0.0594940185546875,-0.730560302734375,-1.6471405029296882,0
24,0.0388641357421875,-0.5188446044921875,-0.4112701416015625,0
25,-0.2470550537109375,-0.670135498046875,-1.243804931640625,0
26,0.545745849609375,-0.825836181640625,-0.3455352783203125,0
27,0.0499114990234375,-0.6851959228515625,-0.76129150390625,0
28,-0.0151519775390625,-0.33404541015625,-1.078323364257812,0
29,-0.1519927978515625,-0.705322265625,-0.438720703125,0
30,0.50335693359375,-0.95599365234375,-1.170303344726562,0
31,0.088623046875,-0.5496368408203125,-0.876708984375,0
32,-0.1338653564453125,-0.38861083984375,-0.8510894775390625,0
33,0.2058258056640625,-0.790283203125,-0.5068817138671875,0
34,-0.19622802734375,-0.84173583984375,-0.7601470947265625,0
35,0.0622100830078125,-0.4835357666015625,-0.89013671875,0
36,0.0234375,-0.6142730712890625,-0.8619232177734375,0
37,-0.1048736572265625,-0.7051239013671875,-1.01556396484375,0
38,-0.03759765625,-0.5322723388671875,-0.9562530517578124,0
39,0.137054443359375,-0.6591644287109375,-0.8276214599609375,0
40,-0.0033416748046875,-0.5524749755859375,-0.699737548828125,0
41,0.0698699951171875,-0.5606689453125,-0.7870635986328125,0
42,0.0684356689453125,-0.709320068359375,-0.6954193115234375,0
43,0.0368194580078125,-0.5900115966796875,-0.94036865234375,0
44,-0.0447998046875,-0.65545654296875,-0.724578857421875,0
45,-0.007049560546875,-0.60394287109375,-0.83843994140625,0
46,0.0053253173828125,-0.68878173828125,-0.7810211181640625,0
47,-0.0437774658203125,-0.5247802734375,-0.930419921875,0
48,0.0136566162109375,-0.6028900146484375,-0.7293701171875,0
49,-0.0460205078125,-0.612396240234375,-0.849365234375,0
50,-0.08062744140625,-0.70623779296875,-0.7415771484375,0
51,-0.0739593505859375,-0.468994140625,-0.7223968505859375,0
52,0.059661865234375,-0.6142425537109375,-0.7656402587890625,0
53,-0.064910888671875,-0.6029052734375,-0.812835693359375,0
54,-0.1751251220703125,-0.657867431640625,-0.735809326171875,0
55,0.03973388671875,-0.5237884521484375,-0.7781982421875,0
56,-0.03155517578125,-0.6134490966796875,-0.8101348876953125,0
57,-0.066162109375,-0.588958740234375,-0.73785400390625,0
58,0.0623931884765625,-0.6072845458984375,-0.756195068359375,0
59,0.0470733642578125,-0.6609039306640625,-0.743011474609375,0
60,-0.033111572265625,-0.5295562744140625,-0.824432373046875,0
61,0.016754150390625,-0.5631866455078125,-0.8455352783203125,0
62,-0.08721923828125,-0.64739990234375,-0.7867431640625,0
63,-0.004791259765625,-0.697479248046875,-0.5855865478515625,0
64,-0.064697265625,-0.5464019775390625,-0.84320068359375,0
65,-0.0421295166015625,-0.5652313232421875,-0.7395477294921875,0
66,0.0377349853515625,-0.6514892578125,-0.6651611328125,0
67,-0.0181732177734375,-0.7989044189453125,-0.564605712890625,0
68,-0.140380859375,-0.580535888671875,-0.8772430419921875,0
69,-0.00494384765625,-0.5572662353515625,-0.7841033935546875,0
70,-0.06463623046875,-0.5735015869140625,-0.673980712890625,0
71,-0.021453857421875,-0.592132568359375,-0.977752685546875,0
72,-0.0234375,-0.6538238525390625,-0.7644500732421875,0
73,0.028656005859375,-0.5752105712890625,-0.665313720703125,0
74,0.1129302978515625,-0.731689453125,-0.9123687744140624,0
75,-0.1447296142578125,-0.5816650390625,-0.8195648193359375,0
76,0.0605316162109375,-0.5451507568359375,-0.7460479736328125,0
77,-0.0451507568359375,-0.631866455078125,-0.830047607421875,0
78,0.05078125,-0.7350921630859375,-0.609130859375,0
79,0.0387420654296875,-0.5740203857421875,-0.7088470458984375,0
80,-0.009307861328125,-0.5390167236328125,-0.739288330078125,0
81,0.026580810546875,-0.6301116943359375,-0.8946685791015625,0
82,-0.0048065185546875,-0.6448211669921875,-0.675018310546875,0
83,0.0546722412109375,-0.49884033203125,-0.9119110107421876,0
84,0.017364501953125,-0.6153411865234375,-0.7786865234375,0
85,0.010345458984375,-0.74359130859375,-0.6741485595703125,0
86,-0.0713958740234375,-0.4896240234375,-1.130081176757812,0
87,-0.102020263671875,-0.50335693359375,-0.809722900390625,0
88,0.0280914306640625,-0.6076202392578125,-0.8614959716796875,0
89,-0.1962432861328125,-0.589569091796875,-0.8836212158203125,0
90,-0.066802978515625,-0.5704498291015625,-0.780181884765625,0
91,-0.0223541259765625,-0.5808563232421875,-0.8135223388671875,0
92,0.0814056396484375,-0.592681884765625,-0.8770294189453125,0
93,0.0656890869140625,-0.5467071533203125,-0.954986572265625,0
94,0.1302337646484375,-0.5741119384765625,-0.789825439453125,0
95,-0.0074615478515625,-0.66815185546875,-0.6901092529296875,0
96,-0.0341644287109375,-0.654388427734375,-0.807708740234375,0
97,-0.1566619873046875,-0.61663818359375,-0.738800048828125,0
98,0.006134033203125,-0.54473876953125,-0.8361358642578125,0
99,0.024017333984375,-0.5991363525390625,-0.765625,0
100,-0.0534210205078125,-0.61376953125,-0.7497100830078125,0
101,-0.1151275634765625,-0.6124725341796875,-0.6724090576171875,0
102,-0.1712646484375,-0.4790496826171875,-0.9026336669921876,0
103,-0.0990753173828125,-0.63543701171875,-0.77984619140625,0
104,0.0955352783203125,-0.6766815185546875,-0.8169097900390625,0
105,0.080322265625,-0.7071075439453125,-0.6851043701171875,0
106,-0.0177459716796875,-0.5730743408203125,-0.8460845947265625,0
107,0.030487060546875,-0.6820526123046875,-0.718109130859375,0
108,-0.1106109619140625,-0.6679534912109375,-0.7805328369140625,0
109,-0.0660552978515625,-0.59100341796875,-0.75262451171875,0
110,-0.03887939453125,-0.5455780029296875,-0.8507843017578125,0
111,-0.0988006591796875,-0.5970001220703125,-0.8273468017578125,0
112,-0.009246826171875,-0.6977691650390625,-0.73358154296875,0
113,-0.0592803955078125,-0.6614227294921875,-0.7982635498046875,0
114,0.0283660888671875,-0.604400634765625,-0.8228912353515625,0
115,0.1168365478515625,-0.4747314453125,-0.9203033447265624,0
116,0.017913818359375,-0.73187255859375,-0.8758544921875,0
117,0.0376434326171875,-0.6283111572265625,-0.9259185791015624,0
118,-0.0020751953125,-0.5883026123046875,-0.8204345703125,0
119,-0.0039520263671875,-0.6744537353515625,-0.7349853515625,0
120,-0.05352783203125,-0.6948394775390625,-0.8217010498046875,0
121,0.043792724609375,-0.61370849609375,-0.7748260498046875,0
122,0.046783447265625,-0.46514892578125,-0.79119873046875,0
123,0.0978851318359375,-0.673675537109375,-0.7501068115234375,0
124,0.0791168212890625,-0.60931396484375,-0.750030517578125,0
125,-0.04132080078125,-0.6353912353515625,-0.94146728515625,0
126,-0.0184326171875,-0.533905029296875,-0.8144378662109375,0
127,-0.0891571044921875,-0.6567230224609375,-0.76226806640625,0
128,0.06707763671875,-0.7096099853515625,-0.65509033203125,0
129,-0.0285186767578125,-0.583648681640625,-0.8398895263671875,0
130,0.00177001953125,-0.592529296875,-0.7820587158203125,0
131,0.024444580078125,-0.594573974609375,-0.7764129638671875,0
132,-0.0381011962890625,-0.6918792724609375,-0.6600341796875,0
133,0.0374298095703125,-0.580810546875,-0.7396392822265625,0
134,-0.049591064453125,-0.6279144287109375,-0.8406982421875,0
135,-0.0443267822265625,-0.2253265380859375,-0.683746337890625,0
136,-0.0977783203125,-0.47662353515625,-0.917755126953125,0
137,0.0254669189453125,-0.544403076171875,-0.8654022216796875,0
138,-0.0589599609375,-0.5585174560546875,-0.7371063232421875,0
139,-0.0431060791015625,-0.5108642578125,-0.8796539306640625,0
140,0.0008544921875,-0.6491241455078125,-0.728729248046875,0
141,-0.036224365234375,-0.6205902099609375,-0.78558349609375,0
142,-0.056549072265625,-0.630218505859375,-0.838836669921875,0
143,0.0397491455078125,-0.7716064453125,-0.78839111328125,0
144,0.1351776123046875,-0.301544189453125,-1.175750732421875,0
145,-0.082061767578125,-0.467041015625,-0.5328826904296875,0
